rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,record_type,member_level,url,nid,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled
16290,1501+,Kagoshima University,10.4–18.3,16290,21.8,970,12.4,1246,14.3,1581,43.4,650,25.2,1455,master_account,0,/world-university-rankings/kagoshima-university,609282,Japan,"10,326",10.2,2%,37 : 63,Kagoshima University,"Business & Management,Mathematics & Statistics,Other Health,Chemistry,Computer Science,Veterinary Science,Architecture,Accounting & Finance,Physics & Astronomy,Sociology,General Engineering,Art, Performing Arts & Design,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Archaeology,Education,Biological Sciences,Languages, Literature & Linguistics,Chemical Engineering,Agriculture & Forestry,Psychology,Economics & Econometrics,Communication & Media Studies,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Civil Engineering,Law,Geography",False,False,False
16300,1501+,Kanagawa University,10.4–18.3,16300,15.7,1625,8.0,1772,10.0,1676,37.4,1471,30.9,1236,master_account,0,/world-university-rankings/kanagawa-university,609294,Japan,"17,457",14.8,4%,30 : 70,Kanagawa University,"Accounting & Finance,Law,Biological Sciences,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemistry,Sociology,Architecture,Mathematics & Statistics,Economics & Econometrics,Physics & Astronomy,Chemical Engineering,Computer Science,Psychology,Business & Management,General Engineering,Languages, Literature & Linguistics,Sport Science",False,False,False
16310,1501+,Kansai University,10.4–18.3,16310,17.4,1435,8.3,1742,6.5,1740,38.4,1209,28.2,1338,master_account,0,/world-university-rankings/kansai-university,589283,Japan,"30,335",12.3,3%,41 : 59,Kansai University,"Economics & Econometrics,Electrical & Electronic Engineering,Geography,Agriculture & Forestry,Art, Performing Arts & Design,Education,Biological Sciences,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Mathematics & Statistics,Accounting & Finance,General Engineering,Communication & Media Studies,Business & Management,Civil Engineering,Physics & Astronomy,History, Philosophy & Theology,Law,Psychology,Archaeology,Other Health,Geology, Environmental, Earth & Marine Sciences,Sociology,Chemical Engineering,Sport Science,Architecture,Computer Science,Chemistry,Politics & International Studies (incl Development Studies)",False,False,False
16320,1501+,University of Karachi,10.4–18.3,16320,14.9,1698,10.8,1418,9.4,1685,37.0,1676,37.5,1028,master_account,0,/world-university-rankings/university-karachi,131680,Pakistan,"43,740",36.3,0%,57 : 43,University of Karachi,"Sociology,Computer Science,Business & Management,Accounting & Finance,Chemical Engineering,Chemistry,Communication & Media Studies,Veterinary Science,Psychology,Other Health,Law,Geography,Education,Mathematics & Statistics,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Sport Science,Physics & Astronomy,History, Philosophy & Theology,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Architecture,Biological Sciences",False,False,False
16330,1501+,Karadeniz Technical University,10.4–18.3,16330,14.3,1735,9.5,1576,19.7,1424,40.0,966,19.6,1700,master_account,0,/world-university-rankings/karadeniz-technical-university,622848,Turkey,"34,824",25.8,4%,44 : 56,Karadeniz Technical University,"Civil Engineering,Art, Performing Arts & Design,Psychology,Agriculture & Forestry,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Other Health,Architecture,Medicine & Dentistry,Mechanical & Aerospace Engineering,Biological Sciences,Computer Science,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Sport Science,Mathematics & Statistics,Accounting & Finance,Electrical & Electronic Engineering,Chemistry,General Engineering,Sociology,Economics & Econometrics,Archaeology,Languages, Literature & Linguistics,Business & Management,Physics & Astronomy",False,False,False
16340,1501+,Kasetsart University,10.4–18.3,16340,19.2,1197,11.4,1331,13.4,1598,42.0,750,32.2,1184,master_account,0,/world-university-rankings/kasetsart-university,131364,Thailand,"68,589",18.4,1%,63 : 37,Kasetsart University,"Archaeology,Civil Engineering,Chemical Engineering,Chemistry,General Engineering,Medicine & Dentistry,Economics & Econometrics,Veterinary Science,Politics & International Studies (incl Development Studies),Architecture,Accounting & Finance,Mathematics & Statistics,Physics & Astronomy,Sport Science,Communication & Media Studies,Business & Management,Computer Science,Education,History, Philosophy & Theology,Art, Performing Arts & Design,Psychology,Mechanical & Aerospace Engineering,Sociology,Biological Sciences,Other Health,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Agriculture & Forestry,Law,Geography,Geology, Environmental, Earth & Marine Sciences",False,False,False
16350,1501+,Kemerovo State University,10.4–18.3,16350,16.8,1515,9.6,1558,2.6,1790,39.4,1050,20.3,1676,master_account,0,/world-university-rankings/kemerovo-state-university,621444,Russian Federation,"15,311",20.8,6%,67 : 33,Kemerovo State University,"Other Health,Physics & Astronomy,Sport Science,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Geography,History, Philosophy & Theology,Mathematics & Statistics,Art, Performing Arts & Design,Business & Management,General Engineering,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Economics & Econometrics,Biological Sciences,Psychology,Medicine & Dentistry,Chemical Engineering,Veterinary Science,Sociology,Architecture,Archaeology,Computer Science,Law,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Chemistry,Education,Communication & Media Studies",False,False,True
16360,1501+,King Mongkut’s Institute of Technology Ladkrabang,10.4–18.3,16360,17.4,1436,20.5,721,6.9,1734,81.3,104,26.5,1402,master_account,0,/world-university-rankings/king-mongkuts-institute-technology-ladkrabang,589118,Thailand,"24,243",20.6,1%,54 : 46,King Mongkut’s Institute of Technology Ladkrabang,"Agriculture & Forestry,Computer Science,Economics & Econometrics,Art, Performing Arts & Design,Civil Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,General Engineering,Chemical Engineering,Electrical & Electronic Engineering,Chemistry,Education,Business & Management,Architecture,Physics & Astronomy,Biological Sciences,Languages, Literature & Linguistics,Medicine & Dentistry",False,False,False
16370,1501+,Kirikkale University,10.4–18.3,16370,17.4,1437,17.6,860,16.2,1526,36.9,1761,17.1,1767,master_account,0,/world-university-rankings/kirikkale-university,624678,Turkey,"27,790",46.2,2%,49 : 51,Kirikkale University,"Economics & Econometrics,Sport Science,Psychology,History, Philosophy & Theology,Mathematics & Statistics,Other Health,Education,Biological Sciences,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Accounting & Finance,Electrical & Electronic Engineering,Computer Science,Architecture,Art, Performing Arts & Design,Civil Engineering,Chemistry,Languages, Literature & Linguistics,Veterinary Science,Law,Business & Management,General Engineering,Physics & Astronomy,Medicine & Dentistry,Mechanical & Aerospace Engineering,Sociology",False,False,False
16380,1501+,Kocaeli University,10.4–18.3,16380,13.4,1772,8.8,1678,14.4,1578,39.2,1080,22.4,1594,master_account,0,/world-university-rankings/kocaeli-university,131315,Turkey,"67,200",45.7,3%,41 : 59,Kocaeli University,"Languages, Literature & Linguistics,Art, Performing Arts & Design,Computer Science,Agriculture & Forestry,Psychology,Accounting & Finance,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Architecture,Education,Law,Communication & Media Studies,Business & Management,Chemical Engineering,Sport Science,Sociology,Economics & Econometrics,Civil Engineering,Archaeology,History, Philosophy & Theology,Mathematics & Statistics,Medicine & Dentistry,Mechanical & Aerospace Engineering,Chemistry,Geography,Biological Sciences,Physics & Astronomy,Other Health",False,False,False
16390,1501+,Kochi University,10.4–18.3,16390,20.7,1060,11.3,1343,17.3,1483,41.1,832,23.9,1521,master_account,0,/world-university-rankings/kochi-university,589316,Japan,"5,480",8.2,1%,44 : 56,Kochi University,"Sociology,Business & Management,Geography,Accounting & Finance,Physics & Astronomy,Medicine & Dentistry,Communication & Media Studies,History, Philosophy & Theology,Law,Politics & International Studies (incl Development Studies),Psychology,Other Health,Languages, Literature & Linguistics,Chemistry,Education,Mathematics & Statistics,Computer Science,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Biological Sciences",False,False,False
16400,1501+,Kogakuin University,10.4–18.3,16400,16.4,1565,11.0,1392,15.0,1557,41.7,779,20.8,1661,master_account,0,/world-university-rankings/kogakuin-university,589220,Japan,"6,317",17.5,1%,19 : 81,Kogakuin University KU KUTE－TOKYO,"Electrical & Electronic Engineering,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Physics & Astronomy,Computer Science,General Engineering,Mathematics & Statistics,Architecture,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Chemistry",False,False,False
16410,1501+,Kookmin University,10.4–18.3,16410,19.8,1145,11.2,1357,15.6,1541,40.3,917,31.5,1212,master_account,0,/world-university-rankings/kookmin-university,624924,South Korea,"17,238",12.0,11%,49 : 51,Kookmin University,"Agriculture & Forestry,Communication & Media Studies,Electrical & Electronic Engineering,Computer Science,Civil Engineering,Sociology,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Chemical Engineering,Business & Management,Mathematics & Statistics,Biological Sciences,History, Philosophy & Theology,Sport Science,Chemistry,Education,Languages, Literature & Linguistics,Archaeology,Art, Performing Arts & Design,General Engineering,Psychology,Economics & Econometrics,Physics & Astronomy,Accounting & Finance,Architecture,Law",False,False,False
16420,1501+,University of Kufa,10.4–18.3,16420,17.3,1448,8.3,1744,18.3,1457,37.7,1368,28.8,1313,master_account,0,/world-university-rankings/university-kufa,131515,Iraq,"28,175",12.3,0%,65 : 35,University of Kufa,"Archaeology,Electrical & Electronic Engineering,Mathematics & Statistics,Chemical Engineering,Law,Geography,Education,Biological Sciences,Politics & International Studies (incl Development Studies),Civil Engineering,Veterinary Science,Communication & Media Studies,Languages, Literature & Linguistics,Computer Science,Agriculture & Forestry,Architecture,Economics & Econometrics,Chemistry,Sociology,History, Philosophy & Theology,Other Health,Sport Science,Accounting & Finance,Mechanical & Aerospace Engineering,Psychology,Art, Performing Arts & Design,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Business & Management,Physics & Astronomy",False,False,False
16430,1501+,Kwansei Gakuin University,10.4–18.3,16430,15.5,1649,9.2,1620,17.3,1484,38.0,1297,35.1,1095,master_account,0,/world-university-rankings/kwansei-gakuin-university,587742,Japan,"25,537",24.8,4%,49 : 51,Kwansei Gakuin University,"Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,General Engineering,Biological Sciences,Business & Management,Education,Physics & Astronomy,Accounting & Finance,Law,History, Philosophy & Theology,Geography,Computer Science,Communication & Media Studies,Economics & Econometrics,Psychology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Chemistry,Electrical & Electronic Engineering,Sociology,Politics & International Studies (incl Development Studies)",False,False,False
16440,1501+,Kyoto Sangyo University,10.4–18.3,16440,14.6,1721,8.5,1722,16.0,1533,37.0,1678,38.6,995,master_account,0,/world-university-rankings/kyoto-sangyo-university,587748,Japan,"12,110",21.1,2%,34 : 66,Kyoto Sangyo University,"Agriculture & Forestry,Archaeology,Mechanical & Aerospace Engineering,General Engineering,Economics & Econometrics,Computer Science,Languages, Literature & Linguistics,Business & Management,History, Philosophy & Theology,Other Health,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Veterinary Science,Geography,Accounting & Finance,Electrical & Electronic Engineering,Art, Performing Arts & Design,Biological Sciences,Sport Science,Physics & Astronomy,Chemistry,Law,Communication & Media Studies,Sociology",False,False,False
16450,1501+,Kyoto Institute of Technology,10.4–18.3,16450,21.8,972,16.0,956,5.0,1765,42.9,691,28.8,1314,master_account,0,/world-university-rankings/kyoto-institute-technology,609345,Japan,"3,958",13.4,6%,29 : 71,Kyoto Institute of Technology,"Mechanical & Aerospace Engineering,Chemical Engineering,Architecture,Electrical & Electronic Engineering,Chemistry,Art, Performing Arts & Design,Computer Science,Biological Sciences,General Engineering",False,False,False
16460,1501+,Ladoke Akintola University of Technology,10.4–18.3,16460,15.4,1658,11.2,1358,17.9,1469,43.0,679,27.1,1385,master_account,0,/world-university-rankings/ladoke-akintola-university-technology,721001,Nigeria,"25,953",53.1,0%,49 : 51,Ladoke Akintola University of Technology,"Business & Management,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Chemical Engineering,Electrical & Electronic Engineering,Accounting & Finance,Chemistry,Computer Science,Physics & Astronomy,Architecture,Biological Sciences,Civil Engineering,Medicine & Dentistry,Mathematics & Statistics,Mechanical & Aerospace Engineering",False,False,False
16470,1501+,Latvia University of Life Sciences and Technologies,10.4–18.3,16470,16.7,1527,20.1,738,5.5,1756,39.1,1095,25.9,1428,master_account,0,/world-university-rankings/latvia-university-life-sciences-and-technologies,661025,Latvia,"3,891",24.9,4%,52 : 48,Latvia University of Life Sciences and Technologies,"Agriculture & Forestry,Electrical & Electronic Engineering,Civil Engineering,Business & Management,Sociology,Veterinary Science,Economics & Econometrics,General Engineering,Computer Science,Mechanical & Aerospace Engineering,Education,Architecture",False,False,False
16480,1501+,University of Łódź,10.4–18.3,16480,17.7,1392,15.5,991,13.8,1591,37.2,1569,30.1,1267,master_account,0,/world-university-rankings/university-lodz,1010,Poland,"22,273",16.7,8%,63 : 37,University of Łódź Lodz,"Archaeology,Biological Sciences,Politics & International Studies (incl Development Studies),Economics & Econometrics,Art, Performing Arts & Design,Chemistry,Geography,History, Philosophy & Theology,Agriculture & Forestry,Communication & Media Studies,Computer Science,Geology, Environmental, Earth & Marine Sciences,Business & Management,Psychology,Law,Sociology,Languages, Literature & Linguistics,Mathematics & Statistics,Accounting & Finance,Physics & Astronomy,Education",False,False,False
16490,1501+,Lodz University of Technology,10.4–18.3,16490,16.6,1541,14.9,1031,17.8,1470,43.6,639,25.5,1446,master_account,0,/world-university-rankings/lodz-university-technology,612135,Poland,"12,642",17.8,4%,39 : 61,Lodz University of Technology,"Civil Engineering,Chemistry,Mathematics & Statistics,General Engineering,Business & Management,Mechanical & Aerospace Engineering,Computer Science,Physics & Astronomy,Electrical & Electronic Engineering,Chemical Engineering,Biological Sciences",False,False,False
16500,1501+,Lucian Blaga University of Sibiu,10.4–18.3,16500,17.8,1378,13.2,1174,19.5,1425,37.5,1435,23.1,1560,master_account,0,/world-university-rankings/lucian-blaga-university-sibiu-0,706430,Romania,"13,154",16.5,2%,60 : 40,Lucian Blaga University of Sibiu,"Other Health,General Engineering,Sociology,Business & Management,Mathematics & Statistics,Languages, Literature & Linguistics,Sport Science,History, Philosophy & Theology,Biological Sciences,Agriculture & Forestry,Psychology,Economics & Econometrics,Physics & Astronomy,Computer Science,Politics & International Studies (incl Development Studies),Law,Electrical & Electronic Engineering,Accounting & Finance,Communication & Media Studies,Medicine & Dentistry,Art, Performing Arts & Design,Civil Engineering",False,False,False
16510,1501+,University of Macerata (UNIMC),10.4–18.3,16510,16.8,1516,18.0,843,7.0,1731,37.0,1683,31.4,1217,master_account,0,/world-university-rankings/university-macerata-unimc,632838,Italy,"10,561",23.7,5%,76 : 24,University of Macerata (UNIMC),"Mathematics & Statistics,Geography,Languages, Literature & Linguistics,Art, Performing Arts & Design,Economics & Econometrics,Accounting & Finance,Law,History, Philosophy & Theology,Business & Management,Communication & Media Studies,Archaeology,Sociology,Psychology,Politics & International Studies (incl Development Studies),Education",False,False,False
16520,1501+,Mackenzie Presbyterian University,10.4–18.3,16520,17.4,1438,10.0,1515,10.4,1664,37.6,1396,24.3,1503,master_account,0,/world-university-rankings/mackenzie-presbyterian-university,625281,Brazil,"27,482",27.3,0%,59 : 41,Mackenzie Presbyterian University Universidade Presbiteriana Mackenzie MPU Mackenzie University,"Psychology,Biological Sciences,Civil Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Mathematics & Statistics,Education,Other Health,Chemistry,Economics & Econometrics,Communication & Media Studies,Business & Management,Architecture,Accounting & Finance,Law,Geography,Languages, Literature & Linguistics,Art, Performing Arts & Design,Computer Science",False,False,False
16530,1501+,Mahasarakham University,10.4–18.3,16530,23.2,861,8.4,1733,7.3,1726,37.9,1325,23.0,1565,master_account,0,/world-university-rankings/mahasarakham-university,625065,Thailand,"37,351",30.0,1%,57 : 43,Mahasarakham University,"Communication & Media Studies,Electrical & Electronic Engineering,Mathematics & Statistics,Computer Science,Medicine & Dentistry,Art, Performing Arts & Design,General Engineering,History, Philosophy & Theology,Chemistry,Biological Sciences,Civil Engineering,Sociology,Mechanical & Aerospace Engineering,Psychology,Architecture,Other Health,Veterinary Science,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Sport Science,Geology, Environmental, Earth & Marine Sciences,Geography,Law,Physics & Astronomy,Accounting & Finance,Business & Management,Languages, Literature & Linguistics,Education,Economics & Econometrics",False,False,False
16540,1501+,Mapúa University,10.4–18.3,16540,13.8,1759,13.5,1140,8.5,1703,36.9,1765,16.9,1772,master_account,11,/world-university-rankings/mapua-university,647936,Philippines,"6,576",23.9,1%,36 : 64,Mapúa University,"Biological Sciences,Computer Science,Chemistry,Business & Management,Mechanical & Aerospace Engineering,Psychology,Physics & Astronomy,Architecture,Electrical & Electronic Engineering,Communication & Media Studies,Accounting & Finance,Chemical Engineering,Civil Engineering,Geology, Environmental, Earth & Marine Sciences",False,False,False
16550,1501+,Maria Curie-Skłodowska University (UMCS),10.4–18.3,16550,17.6,1413,16.8,908,12.0,1623,37.2,1571,30.5,1253,master_account,0,/world-university-rankings/maria-curie-sklodowska-university-umcs,660971,Poland,"18,263",12.6,9%,68 : 32,Maria Curie-Skłodowska University (UMCS),"Economics & Econometrics,History, Philosophy & Theology,Law,Other Health,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Computer Science,Psychology,Education,Sociology,Art, Performing Arts & Design,Accounting & Finance,Languages, Literature & Linguistics,Chemistry,Business & Management,Archaeology,Sport Science,Physics & Astronomy,Geography,Biological Sciences,Mathematics & Statistics,Communication & Media Studies",False,False,False
16560,1501+,Matej Bel University,10.4–18.3,16560,18.8,1240,13.3,1165,7.4,1720,37.5,1438,45.0,800,master_account,0,/world-university-rankings/matej-bel-university,134131,Slovakia,"6,987",14.2,8%,71 : 29,Matej Bel University,"Geology, Environmental, Earth & Marine Sciences,Business & Management,Physics & Astronomy,Law,Accounting & Finance,Chemistry,Education,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Mathematics & Statistics,History, Philosophy & Theology",False,False,False
16570,1501+,Medical University of Silesia in Katowice,10.4–18.3,16570,22.8,890,9.1,1632,18.5,1452,39.0,1110,23.0,1566,master_account,0,/world-university-rankings/medical-university-silsia-0,707993,Poland,"10,267",7.6,5%,74 : 26,Medical University of Silesia in Katowice,"Other Health,Medicine & Dentistry",False,False,False
16580,1501+,Meiji University,10.4–18.3,16580,17.0,1490,11.4,1334,6.6,1739,41.3,815,27.4,1373,master_account,0,/world-university-rankings/meiji-university,589097,Japan,"33,090",34.2,5%,35 : 65,Meiji University,"Communication & Media Studies,Accounting & Finance,Physics & Astronomy,Civil Engineering,Art, Performing Arts & Design,Law,Archaeology,General Engineering,Psychology,Architecture,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Mathematics & Statistics,Electrical & Electronic Engineering,Agriculture & Forestry,Sociology,Business & Management,Politics & International Studies (incl Development Studies),Biological Sciences,Computer Science,Chemical Engineering,Chemistry,Geography,History, Philosophy & Theology,Economics & Econometrics",False,False,False
16590,1501+,Meijo University,10.4–18.3,16590,15.0,1691,11.1,1375,9.8,1679,38.0,1299,26.2,1417,master_account,0,/world-university-rankings/meijo-university,609996,Japan,"15,043",30.3,1%,34 : 66,Meijo University,"Civil Engineering,Mathematics & Statistics,Electrical & Electronic Engineering,Economics & Econometrics,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Chemistry,Psychology,Other Health,Business & Management,General Engineering,Agriculture & Forestry,Chemical Engineering,Accounting & Finance,Law,Computer Science,Mechanical & Aerospace Engineering,Biological Sciences",False,False,False
16600,1501+,Mendeleev University of Chemical Technology,10.4–18.3,16600,17.5,1423,13.6,1135,6.5,1741,47.7,465,20.5,1670,master_account,0,/world-university-rankings/mendeleev-university-chemical-technology,624087,Russian Federation,"7,037",15.0,6%,56 : 44,Mendeleev University of Chemical Technology,"Chemistry,Chemical Engineering,Agriculture & Forestry",False,False,True
16610,1501+,M’Hamed Bougara University of Boumerdès,10.4–18.3,16610,13.6,1767,8.0,1773,24.0,1330,37.0,1687,31.0,1233,master_account,0,/world-university-rankings/mhamed-bougara-university-boumerdes,649079,Algeria,"32,336",22.2,1%,60 : 40,M’Hamed Bougara University of Boumerdès,"Civil Engineering,Politics & International Studies (incl Development Studies),Business & Management,Biological Sciences,General Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Sport Science,Electrical & Electronic Engineering,Mathematics & Statistics,Chemistry,Agriculture & Forestry,Computer Science,Law,Accounting & Finance,Mechanical & Aerospace Engineering,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences",False,False,False
16620,1501+,Universidad Michoacana de San Nicolás de Hidalgo,10.4–18.3,16620,15.9,1608,8.5,1724,7.8,1713,37.5,1439,27.0,1389,master_account,0,/world-university-rankings/universidad-michoacana-de-san-nicolas-de-hidalgo,623727,Mexico,"41,022",22.9,1%,46 : 54,Universidad Michoacana de San Nicolás de Hidalgo,"Art, Performing Arts & Design,Physics & Astronomy,General Engineering,Languages, Literature & Linguistics,Veterinary Science,Chemical Engineering,Chemistry,Civil Engineering,Architecture,Economics & Econometrics,Agriculture & Forestry,Mathematics & Statistics,Electrical & Electronic Engineering,Biological Sciences,Medicine & Dentistry,Law,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Accounting & Finance,History, Philosophy & Theology,Psychology,Other Health,Business & Management,Mechanical & Aerospace Engineering",False,False,False
16630,1501+,Ming Chuan University,10.4–18.3,16630,14.3,1737,10.8,1419,15.5,1547,37.4,1479,33.9,1133,master_account,0,/world-university-rankings/ming-chuan-university,131363,Taiwan,"18,024",21.7,10%,61 : 39,Ming Chuan University,"Communication & Media Studies,Architecture,Law,Psychology,Business & Management,Biological Sciences,Mathematics & Statistics,Sport Science,Computer Science,Sociology,Electrical & Electronic Engineering,Economics & Econometrics,Art, Performing Arts & Design,Accounting & Finance,Languages, Literature & Linguistics,Education,Politics & International Studies (incl Development Studies),Other Health",False,False,False
16640,1501+,MIREA - Russian Technological University,10.4–18.3,16640,15.2,1671,11.1,1376,2.9,1788,58.3,287,19.7,1696,master_account,0,/world-university-rankings/mirea-russian-technological-university,624096,Russian Federation,"26,533",22.4,5%,30 : 70,MIREA - Russian Technological University,"Business & Management,Mathematics & Statistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Biological Sciences,General Engineering,Electrical & Electronic Engineering,Art, Performing Arts & Design,Sociology,Chemistry,Mechanical & Aerospace Engineering,Economics & Econometrics,Physics & Astronomy,History, Philosophy & Theology,Chemical Engineering,Law,Computer Science",False,False,True
16650,1501+,University of Miskolc,10.4–18.3,16650,31.4,467,10.6,1442,6.9,1735,39.5,1035,29.8,1278,master_account,0,/world-university-rankings/university-miskolc,662317,Hungary,"9,021",16.1,5%,49 : 51,University of Miskolc,"Law,Accounting & Finance,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Electrical & Electronic Engineering,Geography,Computer Science,Languages, Literature & Linguistics,Education,Physics & Astronomy,Chemical Engineering,General Engineering,Politics & International Studies (incl Development Studies),Business & Management,Chemistry,Other Health,Mathematics & Statistics,Mechanical & Aerospace Engineering,Sociology",False,False,False
16660,1501+,University of Miyazaki,10.4–18.3,16660,22.5,913,10.9,1408,17.4,1480,39.9,981,24.7,1488,master_account,0,/world-university-rankings/university-miyazaki,609492,Japan,"5,456",7.5,3%,35 : 65,University of Miyazaki,"Civil Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Computer Science,Education,Biological Sciences,Medicine & Dentistry,General Engineering,Veterinary Science,Business & Management,Agriculture & Forestry",False,False,False
16670,1501+,University Mohamed Boudiaf of M’Sila,10.4–18.3,16670,16.5,1558,7.8,1786,8.5,1704,37.7,1370,31.4,1218,master_account,0,/world-university-rankings/university-mohamed-boudiaf-msila,648695,Algeria,"38,267",19.4,1%,26 : 74,University Mohamed Boudiaf of M’Sila,"Biological Sciences,Sociology,Chemistry,General Engineering,Architecture,Law,Geography,Business & Management,Geology, Environmental, Earth & Marine Sciences,Computer Science,Sport Science,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Agriculture & Forestry,Physics & Astronomy,Economics & Econometrics,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Communication & Media Studies,History, Philosophy & Theology,Civil Engineering,Psychology,Politics & International Studies (incl Development Studies),Chemical Engineering",False,False,False
16680,1501+,University of Montenegro,10.4–18.3,16680,13.0,1783,11.5,1323,14.6,1570,44.1,608,46.0,772,master_account,0,/world-university-rankings/university-montenegro,670530,Montenegro,"16,793",24.3,2%,57 : 43,University of Montenegro,"Economics & Econometrics,Law,Sociology,Electrical & Electronic Engineering,Physics & Astronomy,Architecture,Computer Science,Sport Science,Business & Management,Agriculture & Forestry,Politics & International Studies (incl Development Studies),General Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Chemical Engineering,Biological Sciences,Languages, Literature & Linguistics,Education,Psychology,Accounting & Finance,Mathematics & Statistics,History, Philosophy & Theology,Civil Engineering,Communication & Media Studies,Medicine & Dentistry,Mechanical & Aerospace Engineering,Geography",False,False,False
16690,1501+,Moscow Polytechnic University,10.4–18.3,16690,17.1,1472,9.4,1595,8.9,1697,36.9,1769,27.8,1352,master_account,0,/world-university-rankings/moscow-polytechnic-university,628626,Russian Federation,"11,250",12.7,13%,40 : 60,Moscow Polytechnic University,"Mathematics & Statistics,Chemistry,Architecture,Electrical & Electronic Engineering,Accounting & Finance,Civil Engineering,Communication & Media Studies,Economics & Econometrics,General Engineering,Business & Management,Physics & Astronomy,Art, Performing Arts & Design,Computer Science,Mechanical & Aerospace Engineering,Chemical Engineering",False,False,True
16700,1501+,Moscow Power Engineering Institute,10.4–18.3,16700,19.4,1181,16.7,912,9.6,1682,75.4,153,34.8,1107,master_account,0,/world-university-rankings/national-research-university-moscow-power-engineering-institute,131378,Russian Federation,"14,483",20.9,14%,32 : 68,Moscow Power Engineering Institute,"Education,Sport Science,Accounting & Finance,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Civil Engineering,Mathematics & Statistics,Business & Management,Chemical Engineering,Chemistry,Communication & Media Studies,History, Philosophy & Theology,General Engineering,Electrical & Electronic Engineering,Computer Science,Physics & Astronomy,Languages, Literature & Linguistics,Biological Sciences,Economics & Econometrics",False,False,True
16710,1501+,University of Mosul,10.4–18.3,16710,15.2,1672,8.8,1680,22.7,1363,39.7,1009,23.9,1522,master_account,0,/world-university-rankings/university-mosul,625245,Iraq,"60,460",15.9,0%,46 : 54,University of Mosul,"Accounting & Finance,Agriculture & Forestry,Languages, Literature & Linguistics,Chemistry,Economics & Econometrics,Architecture,Other Health,Law,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Mathematics & Statistics,Electrical & Electronic Engineering,Physics & Astronomy,Computer Science,Medicine & Dentistry,Communication & Media Studies,General Engineering,Sociology,Veterinary Science,Biological Sciences,Archaeology,Education,Civil Engineering,Politics & International Studies (incl Development Studies),Psychology,Business & Management,Art, Performing Arts & Design,Geography,Sport Science,Mechanical & Aerospace Engineering",False,False,False
